method,prompt_style,count,rouge1,rouge2,rougeL,bertscore_f1,bertscore_status,format_validity,field_completion_rate,avg_prediction_words,avg_reference_words,avg_compression_ratio
textrank,,2,0.3591,0.1688,0.3364,,evaluate_not_installed,0.0,0.0833,17.5,22.0,0.7899
